0 2.757539 6.733619 4.530794 5.122085 3.351058 4.811469 4.453305 6.147723 7.155727 4.986753 
1 2.766647 6.765776 4.546754 5.098958 3.307996 4.768357 4.495407 6.114868 7.178093 4.962922 
2 2.795935 6.780801 4.558801 5.094384 3.319290 4.732697 4.525170 6.089033 7.208097 4.946809 
3 2.788543 6.802837 4.560739 5.073886 3.348075 4.669419 4.543589 6.058599 7.205646 4.963046 
4 2.809781 6.859889 4.568539 5.091565 3.419105 4.623280 4.559990 6.068305 7.203031 5.019592 
5 2.845738 6.932636 4.568792 5.144331 3.505964 4.630076 4.564679 6.120458 7.222834 5.115285 
6 2.794403 6.995489 4.519178 5.144495 3.514705 4.587437 4.568954 6.133812 7.209080 5.191298 
7 2.728524 7.030059 4.461808 5.136201 3.482359 4.538585 4.543837 6.153859 7.201777 5.237010 
8 2.767750 7.057521 4.472986 5.187765 3.473131 4.540352 4.509372 6.252823 7.245900 5.272679 
9 2.794435 7.058707 4.485939 5.223752 3.452516 4.522284 4.506176 6.323839 7.275793 5.274527 
10 2.800695 7.016026 4.422087 5.247171 3.479540 4.550732 4.472459 6.342118 7.286936 5.292373 
11 2.804809 6.977166 4.371516 5.247684 3.513290 4.553637 4.464164 6.349149 7.271320 5.288785 
12 2.815768 6.921251 4.316396 5.245723 3.561700 4.564603 4.445357 6.341523 7.247356 5.305230 
13 2.838772 6.861206 4.317412 5.253621 3.591734 4.619063 4.425967 6.324185 7.237886 5.302929 
14 2.870687 6.817935 4.376633 5.265560 3.595267 4.673718 4.428825 6.310997 7.245234 5.253554 
15 2.903871 6.772231 4.458648 5.294427 3.626805 4.756499 4.415426 6.314452 7.272549 5.213588 
16 2.872350 6.707357 4.525332 5.277051 3.627623 4.803651 4.400185 6.258054 7.273253 5.142977 
17 2.820916 6.615457 4.585809 5.242368 3.653325 4.851530 4.376071 6.182629 7.262671 5.102402 
18 2.813707 6.521298 4.677685 5.232991 3.728155 4.951280 4.363811 6.169741 7.267357 5.070284 
19 2.783059 6.414929 4.765497 5.183671 3.780900 5.017745 4.376370 6.160350 7.254901 4.978313 
20 2.805944 6.311982 4.812268 5.178790 3.915499 5.091171 4.370323 6.212093 7.257488 4.947435 
21 2.858588 6.234752 4.834691 5.229971 4.095466 5.166942 4.368281 6.321447 7.255805 4.939142 
22 2.812581 6.161535 4.794530 5.201085 4.172049 5.146087 4.383785 6.344565 7.186100 4.883832 
23 2.762090 6.104173 4.753799 5.145954 4.214618 5.105095 4.398083 6.366154 7.113973 4.875020 
24 2.760248 6.082875 4.757807 5.108334 4.248895 5.075914 4.424152 6.424030 7.083742 4.895893 
25 2.780479 6.040977 4.716988 5.059533 4.274522 5.039703 4.402018 6.423965 7.074322 4.968017 
26 2.820599 5.996053 4.663334 5.020680 4.278939 5.009524 4.346329 6.410203 7.070900 5.040967 
27 2.864859 5.965628 4.656205 4.989551 4.242430 4.972867 4.289055 6.401351 7.063538 5.033946 
28 2.910805 5.911200 4.650825 4.954596 4.222656 4.949422 4.187040 6.360802 7.054254 5.050208 
29 2.910612 5.820244 4.652819 4.894204 4.163101 4.923164 4.101038 6.312898 7.071112 5.053907 
30 2.872961 5.715194 4.651838 4.820580 4.076807 4.915938 4.062736 6.258883 7.110639 5.034814 
31 2.836766 5.611899 4.607308 4.769418 4.040828 4.950659 4.028534 6.203601 7.152933 5.077464 
32 2.766824 5.542887 4.577769 4.720909 3.969816 4.957140 4.058897 6.172596 7.167409 5.070725 
33 2.759540 5.505117 4.584730 4.773981 3.973905 4.994722 4.094486 6.199055 7.195848 5.101366 
34 2.775126 5.464704 4.622302 4.823861 3.954100 5.024547 4.144178 6.225270 7.248919 5.123430 
