0 3.613554 8.717719 6.533949 12.349914 7.870101 4.096675 3.657700 4.404184 5.909871 5.091797 4.873109 8.169602 5.916980 7.182151 11.306258 3.021243 
1 3.607663 8.686852 6.534847 12.368873 7.906324 4.129146 3.644772 4.399450 5.932175 5.125415 4.951612 8.221549 5.919981 7.139183 11.326033 3.004643 
2 3.588794 8.633770 6.541152 12.380436 7.908949 4.131774 3.598123 4.371983 5.937788 5.080443 5.046341 8.222845 5.891382 7.102896 11.293875 2.968685 
3 3.529408 8.637611 6.577978 12.455970 7.928587 4.140994 3.627932 4.416767 5.961785 5.069947 5.063751 8.236217 5.895805 7.023826 11.312456 2.884788 
4 3.469453 8.620891 6.591184 12.508891 7.925150 4.141006 3.641468 4.453870 5.985206 5.070495 5.063168 8.241906 5.888813 6.927266 11.308797 2.781945 
5 3.442702 8.603815 6.597897 12.567356 7.915922 4.149566 3.661033 4.462685 6.030500 5.060187 5.039814 8.217687 5.881586 6.821049 11.286098 2.699327 
6 3.501039 8.635557 6.653643 12.664905 8.014630 4.206796 3.711829 4.474772 6.168670 5.114004 5.090769 8.263412 5.956099 6.782423 11.285583 2.713807 
7 3.532321 8.627242 6.737483 12.747505 8.055494 4.188802 3.688674 4.475651 6.314976 5.125163 5.124789 8.249463 5.985086 6.701944 11.211258 2.741989 
8 3.449774 8.623602 6.856426 12.883439 8.030252 4.091256 3.674408 4.541262 6.434780 5.123128 5.043469 8.155667 5.973783 6.524380 11.110903 2.722156 
9 3.431559 8.611203 6.966986 12.956988 8.059021 4.054286 3.670654 4.572226 6.549491 5.185443 5.016217 8.131177 6.015738 6.447162 11.032233 2.776529 
10 3.391659 8.574694 7.046594 12.996446 8.049646 4.051794 3.728096 4.610404 6.590652 5.280112 4.906723 8.107692 6.063567 6.384162 11.033619 2.786247 
11 3.347537 8.508633 7.069384 12.991969 7.994235 4.008191 3.724987 4.581867 6.556000 5.308586 4.776817 8.019840 6.070802 6.312264 11.001288 2.733341 
12 3.333688 8.501448 7.096026 13.005670 7.944253 4.003162 3.746060 4.580934 6.517319 5.394120 4.677012 8.012214 6.119721 6.257161 11.038573 2.737450 
13 3.329374 8.509214 7.079136 12.993140 7.859435 3.962832 3.732767 4.533436 6.461808 5.425876 4.602907 7.952845 6.150184 6.222173 11.054057 2.750907 
14 3.347253 8.511339 7.051500 12.962705 7.792058 3.903743 3.696219 4.444749 6.426134 5.420157 4.574650 7.898693 6.190322 6.232124 11.040487 2.776595 
15 3.365787 8.551608 7.061750 12.952112 7.730910 3.858747 3.693115 4.388133 6.430205 5.468325 4.549703 7.903931 6.278974 6.277664 11.067676 2.864033 
16 3.300294 8.569919 7.073978 12.975651 7.624918 3.735906 3.671140 4.337492 6.403777 5.472156 4.452789 7.833412 6.316802 6.243899 11.066043 2.881921 
17 3.185421 8.540470 7.080400 12.994986 7.474197 3.549659 3.568480 4.281738 6.350565 5.450487 4.316852 7.735191 6.308423 6.143629 11.010602 2.835894 
18 3.123626 8.520703 7.090370 12.976126 7.355958 3.408433 3.470824 4.221495 6.327541 5.470994 4.239103 7.661760 6.339243 6.116355 10.985972 2.834096 
19 3.121409 8.533419 7.096263 12.944786 7.321913 3.384453 3.481756 4.161481 6.330722 5.529401 4.222616 7.668202 6.424565 6.158713 11.002051 2.846549 
20 3.158029 8.512288 7.027292 12.859974 7.267607 3.378052 3.462176 4.069895 6.310688 5.537472 4.219121 7.649473 6.475099 6.204223 10.963720 2.832009 
21 3.182546 8.489099 6.918179 12.775639 7.172166 3.369300 3.439929 3.980460 6.268098 5.521652 4.186030 7.601593 6.494237 6.204474 10.952272 2.768260 
22 3.250209 8.479181 6.837039 12.699360 7.116481 3.356699 3.435107 3.912016 6.252968 5.514915 4.199592 7.604791 6.523674 6.225667 10.941278 2.731301 
23 3.304020 8.472081 6.785072 12.632890 7.029055 3.322934 3.405023 3.877177 6.214885 5.526924 4.168244 7.589222 6.525718 6.227788 10.914084 2.716258 
24 3.313966 8.526330 6.790183 12.637741 6.913092 3.295136 3.451912 3.937781 6.158403 5.577699 4.072364 7.592998 6.521393 6.182448 10.909178 2.730131 
25 3.341249 8.554199 6.813915 12.637176 6.835329 3.275106 3.510081 3.998494 6.118568 5.624856 4.034802 7.630717 6.511435 6.159144 10.877810 2.809807 
26 3.344141 8.532502 6.814871 12.611073 6.735950 3.203084 3.517405 4.043983 6.076711 5.631166 4.024995 7.607579 6.464038 6.128710 10.797913 2.857801 
27 3.293423 8.567959 6.852497 12.627067 6.700119 3.157998 3.616527 4.138598 6.057101 5.681803 4.004601 7.637435 6.468183 6.086099 10.804117 2.919281 
28 3.252117 8.607202 6.898551 12.624501 6.721282 3.165496 3.740588 4.229150 6.043256 5.792715 4.010054 7.709881 6.498685 6.075510 10.850131 3.021380 
29 3.236497 8.582468 6.860774 12.547893 6.643435 3.162023 3.780902 4.268970 5.955223 5.824755 3.984293 7.708220 6.436814 6.062303 10.861863 3.047494 
30 3.273914 8.467993 6.723461 12.384956 6.485099 3.132594 3.752805 4.244041 5.798203 5.732062 3.937535 7.626982 6.270287 6.060926 10.789257 2.975784 
31 3.312844 8.380086 6.588931 12.218978 6.367007 3.159397 3.787596 4.205088 5.685163 5.688764 3.934207 7.586177 6.145875 6.116774 10.717664 2.950238 
32 3.311204 8.385390 6.526816 12.138707 6.322585 3.229934 3.922135 4.206833 5.630671 5.717050 3.931974 7.631350 6.088257 6.159341 10.715638 2.958894 
33 3.290796 8.364792 6.486360 12.075728 6.267837 3.249833 3.993663 4.186317 5.601869 5.699035 3.939319 7.650653 6.003525 6.193802 10.674565 2.938691 
34 3.266492 8.402162 6.501132 12.038089 6.245275 3.288654 4.038885 4.157484 5.624575 5.723598 3.993106 7.718842 5.955139 6.271939 10.684772 2.958254 
35 3.244508 8.453290 6.533668 12.011481 6.230284 3.317936 4.065602 4.128771 5.670895 5.734534 4.055964 7.818302 5.912739 6.366788 10.687948 2.965105 
36 3.184710 8.485483 6.552784 11.991262 6.176535 3.300883 4.042023 4.111767 5.701648 5.705953 4.064354 7.855593 5.829082 6.401067 10.609619 2.929899 
37 3.180427 8.549444 6.580698 11.943379 6.167262 3.314958 4.005444 4.084897 5.750704 5.678699 4.114468 7.906269 5.799448 6.474818 10.538438 2.927497 
38 3.187436 8.592564 6.603977 11.885996 6.167486 3.349390 3.976599 4.083439 5.766300 5.628096 4.145703 7.932988 5.772538 6.539773 10.478253 2.919565 
39 3.181709 8.593675 6.585562 11.826623 6.113086 3.361484 3.896193 4.091514 5.708935 5.544651 4.098857 7.870060 5.680461 6.550305 10.386601 2.836700 
40 3.236531 8.642607 6.597769 11.789628 6.113374 3.462369 3.880608 4.102509 5.642141 5.509153 4.072225 7.906478 5.637211 6.574087 10.389407 2.779581 
41 3.343286 8.685032 6.634173 11.730495 6.167545 3.623284 3.906070 4.093662 5.586281 5.519517 4.109077 7.995625 5.616600 6.640405 10.444745 2.786732 
42 3.413538 8.677377 6.640530 11.642329 6.142017 3.675111 3.831570 4.075222 5.514797 5.459369 4.129519 7.993338 5.524562 6.661076 10.422801 2.725414 
43 3.444581 8.657223 6.654992 11.575384 6.048319 3.667850 3.696949 4.071364 5.468441 5.377009 4.139055 7.981340 5.426301 6.640013 10.390084 2.646337 
44 3.466421 8.652306 6.707646 11.533037 6.028844 3.692252 3.589885 4.105525 5.492304 5.376875 4.200902 8.040697 5.402492 6.653961 10.362504 2.695084 
45 3.412322 8.690642 6.815815 11.584956 5.992485 3.724601 3.536202 4.195226 5.513421 5.430576 4.185593 8.113506 5.404198 6.574175 10.362661 2.737222 
46 3.373983 8.671796 6.888760 11.618685 5.977777 3.743864 3.474207 4.231212 5.497884 5.438793 4.211923 8.145676 5.408082 6.491111 10.315585 2.751119 
47 3.374735 8.650654 6.931186 11.623187 6.029441 3.823071 3.474530 4.244327 5.458053 5.462921 4.296351 8.187945 5.445301 6.461014 10.268286 2.786513 
48 3.387739 8.666443 6.965822 11.661424 6.056211 3.916600 3.537831 4.287158 5.391183 5.505531 4.325746 8.249668 5.463234 6.401710 10.291759 2.774847 
49 3.450699 8.657939 6.975992 11.668495 6.069542 4.030402 3.596901 4.272072 5.315584 5.544578 4.339551 8.285707 5.451818 6.374413 10.331999 2.758078 
50 3.597985 8.639826 6.980350 11.636532 6.124542 4.188843 3.660788 4.215808 5.288953 5.610035 4.399611 8.344108 5.466607 6.425401 10.356387 2.779251 
51 3.707145 8.603308 6.973251 11.637241 6.113948 4.294839 3.680196 4.138135 5.259535 5.625645 4.376626 8.353984 5.450325 6.421759 10.342945 2.736465 
52 3.778293 8.531188 6.943393 11.626302 6.089696 4.337026 3.640790 4.055763 5.236878 5.597227 4.329845 8.291032 5.422697 6.432025 10.245006 2.706205 
53 3.803523 8.548129 6.988514 11.670011 6.130169 4.383348 3.672677 4.055376 5.289320 5.666031 4.290364 8.302606 5.491421 6.468112 10.186324 2.770227 
54 3.759134 8.574689 7.028255 11.721567 6.131116 4.391126 3.695233 4.065921 5.362307 5.710569 4.233654 8.265051 5.551610 6.468934 10.116220 2.809683 
55 3.696687 8.605489 7.071676 11.771730 6.129363 4.396011 3.721862 4.079804 5.444604 5.757146 4.201407 8.198316 5.593320 6.446782 10.047576 2.837732 
56 3.653613 8.690794 7.165049 11.862607 6.168771 4.458023 3.798123 4.119311 5.550615 5.888069 4.186707 8.184743 5.690695 6.434697 10.061107 2.901973 
57 3.629204 8.765852 7.241967 11.938653 6.222435 4.532683 3.848706 4.138248 5.636360 5.990739 4.213514 8.155372 5.783241 6.445658 10.105032 2.972944 
58 3.595015 8.798263 7.280959 12.005937 6.239374 4.614332 3.873932 4.135060 5.671358 6.088910 4.202521 8.079797 5.817262 6.437877 10.160563 2.979029 
59 3.570651 8.737955 7.231910 12.024362 6.208744 4.658710 3.799000 4.046885 5.638007 6.084160 4.205436 7.912687 5.771492 6.423089 10.169044 2.894889 
60 3.536373 8.720255 7.198787 12.085883 6.199988 4.723437 3.754301 3.978796 5.606387 6.102604 4.229712 7.774059 5.737911 6.402272 10.213545 2.829253 
61 3.468678 8.756725 7.199372 12.200490 6.177011 4.755665 3.733662 3.954074 5.598690 6.154356 4.249443 7.669343 5.725865 6.363760 10.263457 2.774358 
62 3.382252 8.810658 7.198296 12.316689 6.164218 4.764460 3.728048 3.978240 5.621843 6.188132 4.316938 7.605296 5.760167 6.328042 10.307749 2.777844 
63 3.292850 8.926953 7.216515 12.444489 6.224733 4.794642 3.809216 4.076768 5.687483 6.277305 4.426265 7.609739 5.849806 6.295469 10.371734 2.853968 
64 3.161797 9.035126 7.234180 12.616637 6.262979 4.799512 3.928015 4.208574 5.733367 6.366548 4.449137 7.614248 5.931746 6.203337 10.434605 2.871142 
65 3.060245 9.071795 7.211563 12.734762 6.261426 4.760285 3.993319 4.274332 5.736506 6.372268 4.487020 7.604742 5.967776 6.144753 10.410650 2.859815 
66 3.020899 9.105630 7.194962 12.811643 6.292572 4.737481 4.083727 4.329992 5.730325 6.402206 4.565773 7.656984 6.024380 6.144101 10.364017 2.872810 
67 2.972112 9.093069 7.161398 12.862648 6.297899 4.693358 4.163048 4.368283 5.675535 6.384452 4.610994 7.710094 6.050148 6.151025 10.310811 2.833532 
68 2.932176 9.026206 7.079616 12.858840 6.260998 4.614298 4.200170 4.354066 5.583827 6.282111 4.627367 7.711794 6.004622 6.176474 10.238801 2.740409 
