0 3.330937 3.592396 4.021621 5.494722 3.577513 7.539553 9.107150 6.439870 
1 3.276567 3.616719 3.996217 5.511364 3.620997 7.567603 9.040667 6.432677 
2 3.247580 3.654383 4.000719 5.532619 3.665421 7.619726 8.988833 6.475100 
3 3.251943 3.642061 4.038002 5.525984 3.682668 7.686198 8.990303 6.512976 
4 3.187935 3.675016 3.980972 5.622462 3.717954 7.589005 8.947616 6.474832 
5 3.092529 3.677757 3.978432 5.638039 3.695099 7.559900 8.990036 6.503915 
6 3.036266 3.728691 4.014934 5.664120 3.733797 7.566790 9.050741 6.596030 
7 2.883793 3.779775 3.978988 5.691745 3.739674 7.510320 9.063404 6.643595 
8 2.723728 3.792176 3.945065 5.693044 3.720416 7.471714 9.101663 6.667236 
9 2.693816 3.833451 3.975044 5.736978 3.777492 7.505021 9.176843 6.739884 
10 2.686348 3.862536 4.018465 5.772148 3.831582 7.590041 9.272801 6.827983 
11 2.706270 3.879795 4.052902 5.775133 3.881080 7.694919 9.355758 6.884107 
12 2.723100 3.864353 4.067892 5.710876 3.876865 7.775831 9.416792 6.911225 
13 2.706276 3.870218 4.002539 5.651645 3.884239 7.757272 9.406795 6.860998 
14 2.793010 3.930161 3.948249 5.647497 3.973782 7.735675 9.393927 6.832769 
15 2.912484 4.003577 3.932086 5.649447 4.074839 7.737183 9.410383 6.856273 
16 2.911942 4.003667 3.885232 5.585135 4.078679 7.703249 9.415858 6.800071 
17 2.882451 3.958393 3.875504 5.465488 4.015623 7.691360 9.422278 6.743360 
18 2.922583 3.989810 3.935320 5.429953 4.054805 7.693893 9.402862 6.735139 
19 2.913043 4.053036 3.916436 5.455586 4.114059 7.653805 9.316354 6.660344 
20 2.861815 4.048725 3.874555 5.430300 4.062551 7.631892 9.229432 6.541016 
21 2.809243 4.031421 3.858808 5.402195 4.027438 7.623988 9.154134 6.423414 
22 2.836789 4.030372 3.868613 5.422222 4.065421 7.628055 9.099499 6.354935 
23 2.871346 3.964979 3.923030 5.365902 4.029634 7.697126 9.081410 6.321775 
24 2.821827 3.898589 3.902713 5.304056 3.987275 7.718113 9.028685 6.222663 
25 2.828623 3.887228 3.876810 5.310696 4.036310 7.696473 8.981677 6.149869 
26 2.851562 3.804084 3.941874 5.233062 4.021181 7.747508 9.014507 6.146730 
27 2.835749 3.726578 3.993438 5.185513 4.009851 7.769691 9.049301 6.108544 
28 2.836935 3.635265 4.044427 5.143546 4.012766 7.819323 9.108381 6.097698 
29 2.809221 3.556207 4.059969 5.112924 3.997431 7.892719 9.158751 6.071441 
30 2.747184 3.539785 4.010705 5.165000 4.024822 7.878559 9.151832 5.990440 
31 2.738837 3.460115 4.031751 5.159853 4.005299 7.924747 9.219647 5.968284 
32 2.770582 3.373045 4.068355 5.185068 3.999294 7.956496 9.312172 5.963558 
33 2.750838 3.278541 4.052770 5.189879 3.930828 7.928048 9.379786 5.909206 
34 2.767819 3.217528 4.033393 5.173407 3.866037 7.921651 9.429718 5.909498 
35 2.801407 3.278139 3.956412 5.258033 3.897864 7.854427 9.380260 5.913884 
36 2.789949 3.344299 3.837223 5.329911 3.924650 7.734630 9.297416 5.863962 
37 2.769374 3.349849 3.782218 5.320146 3.883700 7.675770 9.278997 5.828009 
38 2.773149 3.372766 3.762038 5.302555 3.854061 7.633426 9.283554 5.802473 
39 2.808548 3.484969 3.713994 5.348228 3.899281 7.561276 9.259832 5.810742 
40 2.855715 3.654580 3.679097 5.433041 3.958382 7.490537 9.217592 5.856146 
41 2.830695 3.795998 3.637612 5.493109 3.964845 7.412037 9.167962 5.836845 
42 2.774322 3.855058 3.643123 5.483197 3.916157 7.403364 9.170106 5.803132 
43 2.792788 3.904879 3.720731 5.509849 3.932927 7.405622 9.187806 5.799730 
44 2.794698 3.972353 3.745241 5.564723 4.002369 7.347360 9.154625 5.738976 
45 2.729239 4.008376 3.744869 5.574157 4.014836 7.272304 9.092617 5.637137 
46 2.740618 4.083677 3.771685 5.643614 4.085090 7.227766 9.005451 5.606367 
47 2.794953 4.119579 3.833414 5.676391 4.144595 7.233285 8.950579 5.625103 
48 2.816066 4.095213 3.893727 5.661596 4.148580 7.219036 8.937720 5.634715 
49 2.780312 4.057817 3.887401 5.672931 4.125191 7.118463 8.897255 5.592428 
50 2.770408 4.058109 3.832795 5.735211 4.159808 7.017947 8.859490 5.596147 
51 2.798126 4.073308 3.811007 5.781139 4.222447 6.999122 8.848661 5.712553 
52 2.734306 4.020173 3.767629 5.720558 4.175040 7.026513 8.817715 5.797887 
53 2.702633 3.974016 3.733024 5.665343 4.172696 7.060420 8.782296 5.846649 
54 2.717988 3.897066 3.778597 5.553421 4.150185 7.130811 8.835603 5.907956 
55 2.681963 3.849284 3.771916 5.453460 4.103513 7.120569 8.833840 5.852925 
56 2.705526 3.819737 3.799983 5.351247 4.111633 7.145608 8.870829 5.838412 
57 2.736851 3.745899 3.874183 5.183885 4.089523 7.224391 8.963514 5.844212 
58 2.748750 3.707768 3.892274 5.064797 4.089375 7.204886 8.997237 5.774847 
59 2.838715 3.641378 3.980266 4.918647 4.108366 7.244010 9.085405 5.774408 
60 2.951376 3.610906 4.036579 4.839307 4.173342 7.294043 9.141996 5.805740 
61 2.923544 3.594337 3.961837 4.808400 4.190383 7.233722 9.115111 5.743324 
62 2.878299 3.555501 3.954230 4.765473 4.193087 7.241176 9.127052 5.746086 
63 2.926268 3.591960 4.016279 4.837635 4.312862 7.294056 9.138712 5.837044 
64 2.934147 3.619670 4.051553 4.916494 4.395918 7.293351 9.137517 5.882890 
65 2.892061 3.612102 4.076448 4.942893 4.443040 7.301528 9.136828 5.930124 
66 2.827024 3.626198 4.083355 4.985851 4.493373 7.309064 9.116777 5.995908 
67 2.755418 3.688175 4.079155 5.073609 4.567080 7.307162 9.085054 6.073844 
68 2.685408 3.726741 4.107819 5.115056 4.595751 7.381397 9.090596 6.162210 
69 2.630116 3.751922 4.118629 5.144828 4.592929 7.436032 9.098051 6.208169 
70 2.652078 3.765423 4.136908 5.205345 4.633485 7.451945 9.131780 6.255802 
71 2.679586 3.728319 4.177002 5.213118 4.667329 7.481863 9.219514 6.310500 
72 2.727507 3.712422 4.181883 5.260472 4.752790 7.433747 9.299132 6.339050 
73 2.812939 3.687171 4.220153 5.311562 4.864164 7.422348 9.396918 6.402043 
74 2.799131 3.624492 4.190845 5.303411 4.890424 7.425825 9.466418 6.386286 
75 2.781830 3.595627 4.079056 5.334228 4.905879 7.394388 9.487334 6.302494 
76 2.874408 3.578355 4.061082 5.376024 4.985950 7.468773 9.544002 6.301999 
77 2.968331 3.609447 4.032756 5.453613 5.093375 7.549861 9.541074 6.308301 
78 2.994694 3.638777 3.974262 5.498996 5.134940 7.570747 9.505069 6.297227 
79 2.990181 3.546772 3.977208 5.432296 5.088689 7.656158 9.548620 6.341983 
80 3.013874 3.496455 3.959905 5.416637 5.078671 7.695679 9.572388 6.398421 
81 3.064418 3.497109 3.934665 5.442265 5.062708 7.702696 9.567200 6.459044 
82 3.079633 3.523254 3.918243 5.476796 5.043511 7.714125 9.548661 6.485764 
83 2.994095 3.556310 3.844184 5.486847 4.951248 7.678836 9.509145 6.412938 
84 2.928883 3.555567 3.823118 5.451800 4.893937 7.742541 9.559002 6.398582 
85 2.938026 3.622738 3.829038 5.491250 4.952577 7.846999 9.623840 6.459490 
86 2.864177 3.687786 3.749205 5.518211 5.000460 7.884452 9.643615 6.453832 
87 2.721049 3.683001 3.681166 5.455809 4.940711 7.933924 9.686798 6.413747 
88 2.626653 3.681149 3.662169 5.413400 4.917845 7.994190 9.746782 6.396045 
89 2.615899 3.692863 3.691530 5.391372 4.909517 8.068565 9.832465 6.407488 
90 2.643602 3.695299 3.723320 5.371517 4.866784 8.120319 9.894176 6.406205 
91 2.622707 3.653288 3.685474 5.351398 4.777632 8.073325 9.908532 6.361657 
92 2.680527 3.620341 3.688243 5.369245 4.785044 8.011263 9.920087 6.370605 
93 2.804021 3.622665 3.750884 5.418834 4.911289 7.978927 9.950849 6.449800 
94 2.801660 3.552851 3.769837 5.385996 4.988605 7.935289 9.955661 6.489486 
95 2.768234 3.486386 3.730507 5.362175 5.058453 7.852576 9.914028 6.470757 
96 2.801538 3.446932 3.719714 5.380257 5.157982 7.821265 9.884165 6.499792 
97 2.845857 3.386804 3.731014 5.393346 5.239022 7.855027 9.869850 6.543619 
98 2.866654 3.325233 3.722877 5.396891 5.263235 7.889275 9.842834 6.515010 
99 2.873687 3.292083 3.709285 5.393844 5.237989 7.929520 9.800803 6.471165 
100 2.920211 3.334534 3.692073 5.437226 5.246388 7.960615 9.716480 6.428048 
101 2.964223 3.351703 3.691766 5.437817 5.186717 8.008041 9.652534 6.383485 
102 2.928227 3.320815 3.689309 5.383287 5.076782 8.044373 9.635231 6.286962 
103 2.918920 3.338320 3.701771 5.388372 5.055932 8.050581 9.618566 6.173251 
104 2.888754 3.349312 3.749019 5.354274 5.014176 8.118654 9.615203 6.101264 
105 2.764350 3.325884 3.735539 5.256135 4.931258 8.172192 9.547780 5.979929 
106 2.732775 3.356934 3.728434 5.222734 4.975930 8.184662 9.451994 5.879028 
107 2.750740 3.358047 3.767206 5.173268 5.013566 8.222720 9.431403 5.850027 
108 2.712641 3.345137 3.733482 5.125040 4.977724 8.199266 9.422552 5.789600 
109 2.737166 3.364663 3.698649 5.114661 4.951952 8.164246 9.430047 5.779397 
110 2.788091 3.397171 3.672271 5.124704 4.915215 8.114114 9.434618 5.790003 
111 2.812865 3.469730 3.587590 5.184572 4.881233 7.972384 9.390554 5.731661 
112 2.817196 3.493717 3.542092 5.156626 4.793821 7.890035 9.411368 5.694301 
113 2.859696 3.542302 3.541549 5.165290 4.781279 7.834981 9.458257 5.685592 
114 2.899684 3.594007 3.554508 5.183759 4.845256 7.790512 9.521524 5.677478 
115 2.829428 3.572118 3.555595 5.080217 4.825270 7.809234 9.615503 5.642519 
116 2.754063 3.634614 3.505254 5.042312 4.854609 7.777918 9.637068 5.585606 
117 2.718656 3.711688 3.477541 5.012783 4.907767 7.779058 9.639832 5.578879 
118 2.692994 3.727382 3.459412 4.995204 4.948648 7.798192 9.642316 5.580893 
119 2.666979 3.704287 3.424669 5.019745 4.989261 7.794585 9.652302 5.578611 
120 2.689411 3.646278 3.446506 5.004974 5.021249 7.867634 9.732524 5.655544 
121 2.744869 3.621594 3.466129 5.017735 5.082378 7.935197 9.806283 5.737308 
122 2.777251 3.585742 3.453684 5.017924 5.136028 7.965290 9.854883 5.776780 
123 2.832322 3.550110 3.447315 4.989937 5.186911 7.985638 9.894658 5.833764 
124 2.859858 3.521148 3.421642 4.972122 5.201009 7.962190 9.908134 5.867894 
125 2.870616 3.482486 3.404840 4.920522 5.173531 7.938471 9.922305 5.900659 
126 2.898836 3.432954 3.441938 4.839819 5.130192 7.964683 9.973835 5.956764 
127 2.939252 3.437715 3.467249 4.826777 5.125991 7.950542 10.002605 5.958887 
128 2.978940 3.468585 3.485739 4.818082 5.145794 7.907454 10.046303 5.951451 
129 2.991022 3.448760 3.547015 4.735637 5.123994 7.926324 10.166327 5.973968 
130 2.968682 3.435024 3.579261 4.665775 5.072027 7.915033 10.283751 5.963639 
131 2.939653 3.427684 3.624769 4.595288 5.002456 7.909418 10.370667 5.965011 
132 2.915173 3.442903 3.668324 4.546121 4.904797 7.924062 10.421088 5.984488 
133 2.840307 3.473543 3.662683 4.483824 4.772036 7.907204 10.407164 5.955455 
134 2.792293 3.496253 3.697662 4.435409 4.690408 7.901616 10.428250 5.963989 
135 2.794086 3.520420 3.766709 4.462051 4.686673 7.876406 10.481064 6.002005 
136 2.697314 3.466943 3.809663 4.401753 4.608207 7.821091 10.532131 5.964129 
137 2.649432 3.444393 3.832624 4.394122 4.623774 7.752672 10.553158 5.922508 
138 2.730768 3.525973 3.833334 4.511170 4.742945 7.671340 10.529520 5.918302 
139 2.774422 3.600728 3.784855 4.615602 4.815133 7.577855 10.484421 5.869114 
140 2.810473 3.633346 3.756488 4.696910 4.842737 7.512385 10.466518 5.861543 
141 2.883561 3.627166 3.794853 4.729167 4.826219 7.527861 10.485985 5.942294 
142 2.951322 3.676772 3.814835 4.764369 4.844210 7.542825 10.451120 6.030354 
143 2.949330 3.711887 3.806334 4.760190 4.798493 7.581183 10.385401 6.090146 
144 2.905114 3.740178 3.775242 4.726811 4.703567 7.649457 10.321259 6.131932 
