0 7.462945 2.921757 4.024339 4.054923 3.659178 6.567623 4.619663 10.195683 7.866034 13.131966 5.070017 14.852985 10.369924 
1 7.454974 2.926039 3.995645 4.066617 3.602915 6.566076 4.673384 10.205137 7.882793 13.069915 5.045492 14.865536 10.333833 
2 7.394998 2.910009 3.923035 4.046849 3.475352 6.533823 4.743338 10.213590 7.861325 12.977687 4.972357 14.862973 10.247856 
3 7.385361 2.912162 3.872451 4.061634 3.407095 6.526790 4.811991 10.229266 7.861473 12.937426 4.920443 14.881729 10.198512 
4 7.419976 2.936224 3.891582 4.140848 3.394913 6.562405 4.838655 10.249418 7.916274 12.973229 4.930830 14.892843 10.184167 
5 7.493683 3.014424 3.955380 4.233445 3.458472 6.585941 4.806780 10.276189 7.968525 13.066694 4.989460 14.917423 10.207350 
6 7.515059 3.090612 3.996020 4.284235 3.515185 6.542343 4.773440 10.285027 7.971002 13.151390 5.016929 14.934649 10.189163 
7 7.462037 3.111592 3.985823 4.267914 3.500466 6.480934 4.750810 10.268479 7.939982 13.160960 4.990252 14.922679 10.082518 
8 7.407653 3.075468 3.944627 4.225281 3.494766 6.473004 4.694290 10.197710 7.895305 13.075911 4.929298 14.887450 9.953107 
9 7.378754 3.047875 3.930541 4.151904 3.521181 6.480571 4.666766 10.159356 7.864246 13.025226 4.894477 14.889622 9.867312 
10 7.336259 3.001774 3.926222 4.074644 3.538254 6.495097 4.630590 10.126114 7.853587 12.961740 4.865509 14.894109 9.811239 
11 7.318042 2.936798 3.917758 4.010365 3.579266 6.514991 4.588799 10.088783 7.841671 12.887467 4.832673 14.883712 9.825110 
12 7.268661 2.851062 3.930143 3.930700 3.578888 6.523951 4.611175 10.064772 7.818622 12.813844 4.767948 14.862071 9.834298 
13 7.237239 2.776502 3.937707 3.863596 3.607234 6.526150 4.607323 10.020645 7.783360 12.725200 4.702281 14.822640 9.873658 
14 7.227691 2.707908 3.955115 3.801370 3.652632 6.513303 4.619641 9.998085 7.760541 12.645771 4.640056 14.793320 9.923018 
15 7.198722 2.626780 3.992827 3.750502 3.653630 6.494492 4.648338 10.000197 7.760584 12.569400 4.580676 14.742797 9.948668 
16 7.178193 2.576771 4.043232 3.709543 3.653059 6.482960 4.665864 10.022121 7.770925 12.505812 4.547872 14.696379 9.983751 
17 7.152730 2.598787 4.125234 3.644467 3.647785 6.442295 4.746155 10.105610 7.768874 12.493766 4.510660 14.690351 10.020405 
18 7.119995 2.643110 4.147055 3.585809 3.669917 6.381912 4.785022 10.158957 7.745653 12.468786 4.470384 14.638716 10.066463 
19 7.062855 2.642519 4.138872 3.506949 3.666173 6.317618 4.797205 10.191907 7.715054 12.396568 4.383765 14.538095 10.081257 
20 7.029342 2.665875 4.161728 3.445648 3.697142 6.260712 4.803908 10.241415 7.664685 12.362859 4.318625 14.457580 10.128466 
21 6.998545 2.708631 4.224000 3.410389 3.712857 6.205672 4.816997 10.308216 7.614933 12.375401 4.268104 14.392664 10.180086 
22 6.956343 2.765698 4.323758 3.367925 3.684672 6.147650 4.869851 10.408941 7.582269 12.422060 4.212854 14.368347 10.196812 
23 6.901286 2.808512 4.390192 3.347980 3.662072 6.116949 4.884880 10.468015 7.564024 12.449991 4.175472 14.317833 10.216122 
24 6.793193 2.776970 4.424348 3.354114 3.567030 6.118739 4.885601 10.468551 7.542563 12.423313 4.122535 14.219173 10.158157 
25 6.760123 2.827538 4.479369 3.374692 3.548253 6.130305 4.896267 10.493430 7.511119 12.456610 4.131859 14.201590 10.180410 
26 6.716028 2.906750 4.513135 3.377625 3.546989 6.114012 4.927544 10.521534 7.447403 12.503239 4.163369 14.200759 10.229406 
27 6.639139 2.965286 4.500780 3.398485 3.544080 6.096654 4.948946 10.508246 7.373469 12.491327 4.184111 14.173688 10.280196 
28 6.570911 3.028956 4.484522 3.424602 3.568948 6.093291 4.951037 10.483061 7.310835 12.436861 4.203561 14.136381 10.333472 
29 6.526467 3.077573 4.460338 3.472868 3.594250 6.120734 4.911372 10.418422 7.279685 12.374828 4.220442 14.064936 10.361110 
30 6.554363 3.168286 4.453276 3.539289 3.639369 6.158257 4.877681 10.373695 7.266150 12.369731 4.264791 14.023456 10.392582 
31 6.593185 3.245637 4.460958 3.579765 3.658530 6.166988 4.888939 10.387062 7.241414 12.398921 4.310700 14.011219 10.409248 
32 6.591245 3.215362 4.412633 3.608579 3.613855 6.174064 4.889022 10.336344 7.217093 12.374866 4.317126 13.944325 10.368491 
33 6.605418 3.162373 4.388639 3.642777 3.560896 6.177939 4.902581 10.280761 7.198064 12.380931 4.331685 13.900868 10.309713 
34 6.696453 3.143232 4.385139 3.683881 3.570378 6.201005 4.883806 10.235723 7.196674 12.412644 4.381314 13.886846 10.286959 
35 6.796594 3.094878 4.350989 3.713247 3.553614 6.228419 4.845678 10.159081 7.208069 12.400933 4.386099 13.842514 10.225832 
36 6.892194 3.075958 4.326762 3.696024 3.524493 6.213115 4.848638 10.116925 7.186084 12.402558 4.373920 13.828730 10.148873 
37 6.972722 3.080422 4.312041 3.633761 3.491303 6.163827 4.882150 10.088914 7.134362 12.416053 4.347729 13.841784 10.072749 
38 7.032859 3.062066 4.259945 3.565439 3.463025 6.104393 4.884166 9.983421 7.070177 12.386466 4.320845 13.830362 10.021241 
39 7.072587 3.054675 4.221952 3.468938 3.426917 6.022360 4.889719 9.922164 6.975892 12.342289 4.278052 13.836362 9.960790 
40 7.096262 2.990724 4.172488 3.404089 3.389145 5.960584 4.830834 9.825237 6.898241 12.278221 4.225984 13.779586 9.901340 
41 7.144922 2.931131 4.172504 3.388640 3.385674 5.919079 4.789820 9.738986 6.852023 12.266175 4.225379 13.745271 9.880147 
42 7.216354 2.921692 4.207753 3.369183 3.436296 5.868637 4.787040 9.701155 6.824885 12.296477 4.255445 13.768213 9.925507 
43 7.275265 2.928199 4.159327 3.336222 3.525123 5.815593 4.764132 9.608163 6.799145 12.315494 4.275273 13.747759 10.013654 
44 7.277873 2.920418 4.062159 3.249291 3.564163 5.727778 4.792641 9.500309 6.733593 12.304517 4.266860 13.692175 10.035307 
45 7.286972 2.935267 3.973082 3.131091 3.598061 5.610943 4.845121 9.425355 6.649045 12.325658 4.257421 13.638660 10.010530 
46 7.227714 2.880259 3.877114 3.022693 3.555731 5.489409 4.895198 9.332461 6.565261 12.334873 4.222126 13.543191 9.883420 
47 7.215466 2.901117 3.808583 2.926023 3.565409 5.369834 4.968341 9.295932 6.494034 12.420428 4.252459 13.535249 9.812230 
48 7.227062 2.949249 3.756908 2.858679 3.606412 5.271544 5.010166 9.261098 6.444645 12.509433 4.312273 13.568875 9.787240 
49 7.228780 2.936366 3.690037 2.853284 3.653940 5.230749 5.000847 9.155600 6.436554 12.554051 4.400229 13.584003 9.791920 
50 7.241552 2.865226 3.625735 2.889918 3.710933 5.239963 4.967727 9.044141 6.461380 12.559472 4.524115 13.606755 9.812612 
51 7.314592 2.832714 3.625475 2.962147 3.801978 5.263635 4.936332 8.995059 6.514160 12.583200 4.698868 13.686827 9.875840 
52 7.358814 2.770726 3.602067 3.038628 3.859005 5.307230 4.877503 8.897207 6.540060 12.530606 4.848885 13.710735 9.932000 
53 7.364578 2.682382 3.571928 3.079898 3.870330 5.357456 4.821931 8.798233 6.528085 12.472333 4.956229 13.687146 9.960643 
54 7.325650 2.581871 3.510103 3.110894 3.848625 5.425354 4.758675 8.673017 6.506671 12.401769 5.023808 13.602159 9.945742 
55 7.312840 2.569653 3.439404 3.123235 3.850994 5.464699 4.718845 8.582778 6.475183 12.403095 5.092651 13.521372 9.935839 
56 7.329932 2.684940 3.411659 3.109486 3.886028 5.435251 4.713582 8.567031 6.431588 12.497310 5.145925 13.511539 9.943467 
57 7.319077 2.805643 3.395133 3.112805 3.906513 5.387717 4.716275 8.532061 6.407374 12.570704 5.148991 13.490726 9.934473 
58 7.269880 2.828798 3.335388 3.161759 3.895769 5.379974 4.683661 8.414377 6.392580 12.553061 5.093667 13.407254 9.909694 
59 7.295220 2.876566 3.320727 3.249559 3.931923 5.388973 4.651081 8.347864 6.406049 12.569562 5.079102 13.397987 9.939750 
60 7.325383 2.917412 3.340453 3.328202 3.956499 5.393051 4.647580 8.317760 6.403156 12.571847 5.089900 13.422691 9.959412 
61 7.359750 2.970048 3.360179 3.367100 3.976566 5.380326 4.674810 8.316893 6.377687 12.584167 5.134911 13.461599 9.972016 
62 7.270586 2.909486 3.323069 3.336602 3.900128 5.356485 4.707424 8.266277 6.326449 12.489205 5.120018 13.411629 9.887794 
63 7.189602 2.836673 3.243673 3.310435 3.883353 5.387093 4.689082 8.143252 6.294617 12.346456 5.125832 13.316700 9.865581 
64 7.200786 2.833946 3.235467 3.325802 3.972155 5.443273 4.676839 8.073586 6.300396 12.308208 5.212029 13.305961 9.932513 
65 7.261523 2.882864 3.303409 3.363181 4.092879 5.520409 4.653305 8.052647 6.351174 12.344254 5.340376 13.376002 10.046643 
66 7.258669 2.890734 3.366673 3.383324 4.137919 5.588923 4.598033 8.001624 6.383065 12.340138 5.418075 13.417655 10.118385 
67 7.218299 2.878873 3.407856 3.377659 4.139415 5.617898 4.525694 7.953964 6.386056 12.336297 5.451658 13.453400 10.176520 
68 7.212395 2.888215 3.422498 3.367040 4.169660 5.647094 4.441807 7.906208 6.404243 12.339603 5.480004 13.502493 10.276912 
69 7.238623 2.922086 3.468885 3.353247 4.210512 5.654160 4.433267 7.897053 6.440474 12.363951 5.507689 13.574544 10.373490 
70 7.261901 2.896806 3.531471 3.327821 4.209273 5.649045 4.452161 7.880678 6.494667 12.370929 5.478976 13.620286 10.395509 
71 7.287380 2.810336 3.573098 3.293955 4.169784 5.652283 4.467493 7.815110 6.578474 12.321203 5.394714 13.632546 10.353757 
72 7.370224 2.767377 3.616803 3.303174 4.163187 5.634447 4.535833 7.796438 6.696902 12.319366 5.339334 13.691949 10.360571 
73 7.495042 2.757771 3.571917 3.349284 4.223177 5.644871 4.505363 7.728889 6.861125 12.284724 5.323451 13.711395 10.454357 
74 7.622825 2.770141 3.528080 3.391165 4.275887 5.645500 4.469055 7.697566 7.034449 12.275987 5.332120 13.756521 10.554432 
75 7.694476 2.734247 3.516948 3.386178 4.249564 5.593814 4.486415 7.731186 7.169290 12.278683 5.310204 13.816727 10.566034 
76 7.795764 2.725627 3.504934 3.387232 4.260425 5.555331 4.467850 7.776597 7.304087 12.335938 5.334643 13.895288 10.609189 
77 7.824944 2.686384 3.525699 3.371961 4.214793 5.506920 4.489617 7.847481 7.418737 12.376199 5.348691 13.971960 10.555099 
78 7.905143 2.717455 3.529219 3.374152 4.253801 5.504322 4.442452 7.887232 7.541323 12.434543 5.403917 14.037079 10.581932 
79 7.904191 2.696125 3.478159 3.343129 4.223162 5.517669 4.354402 7.873013 7.605979 12.405944 5.400946 14.020743 10.544999 
80 7.956336 2.787264 3.441530 3.300462 4.246736 5.503485 4.349920 7.945169 7.637094 12.427006 5.406404 14.063963 10.569970 
81 8.050646 2.928813 3.401415 3.249942 4.299150 5.472417 4.379805 8.047626 7.638998 12.480032 5.413970 14.124373 10.646985 
82 8.057056 2.999216 3.357353 3.213628 4.290220 5.453714 4.413131 8.096945 7.609464 12.465361 5.394145 14.130695 10.651416 
83 7.996044 2.981592 3.257018 3.182470 4.225253 5.469912 4.386230 8.026115 7.536389 12.327194 5.326439 14.036692 10.596708 
84 7.955433 2.966922 3.194057 3.178058 4.177983 5.495065 4.393807 7.978356 7.468287 12.213592 5.298866 13.982291 10.556454 
