Xdisp,Ydisp,Inclin,Tip,Ax-Bend,Shear,Stretch,Stagger,Buckle,Propel,Opening,Shift,Slide,Rise,Tilt,Roll,Twist,H-ris,H-twi,Alpha_1,Beta_1,Gamma_1,Delta_1,Epsilon_1,Zeta_1,Chi_1,Phase_1,Ampli_1,Alpha_2,Beta_2,Gamma_2,Delta_2,Epsilon_2,Zeta_2,Chi_2,Phase_2,Ampli_2,W12,D12,W21,D21
-0.5092523364485981,0.10018691588785046,0.3542056074766355,0.06728971962616818,4.879439252336447,0.030654205607476642,0.029158878504672893,0.005794392523364492,0.11588785046728954,-9.61214953271028,1.1542056074766356,-0.05401869158878505,-0.2786915887850467,3.386822429906542,-0.12710280373831778,-0.016822429906541998,34.72710280373831,3.3412149532710287,35.39626168224299,-67.85470085470085,70.24871794871795,54.4974358974359,133.05128205128207,-72.52051282051283,-60.41452991452991,-112.68803418803421,113.8076923076923,40.829914529914525,-69.57383177570092,83.8822429906542,51.22242990654206,135.13831775700933,-72.29158878504671,-63.83831775700934,-112.32803738317757,114.51121495327104,40.936448598130845,5.151152073732717,5.1981566820276495,11.617857142857142,4.830612244897959
-0.538411214953271,0.11616822429906544,0.3551401869158879,-0.19906542056074766,4.8626168224299064,-0.024859813084112142,0.05009345794392524,-0.029439252336448597,-0.5757009345794394,-10.457943925233643,0.7345794392523363,-0.049626168224299036,-0.3053271028037383,3.3809345794392525,-3.5278114801173196e-17,0.008411214953271044,34.536448598130846,3.336915887850467,35.36261682242991,-71.25641025641026,69.62735042735041,55.88717948717948,132.66923076923075,-57.757264957264965,-63.03418803418803,-113.574358974359,129.35726495726496,41.04358974358974,-67.00093457943926,59.63364485981309,52.17009345794392,131.0056074766355,-88.38785046728971,-61.77009345794393,-113.14205607476636,118.41214953271027,40.595327102803736,5.153917050691245,5.188018433179724,11.542931937172774,5.052879581151832
-0.5565420560747664,0.042336448598130835,0.2925233644859812,-0.45327102803738323,4.882242990654206,0.0014018691588785137,0.06654205607476635,-0.04560747663551402,0.7448598130841122,-9.658878504672899,0.6102803738317758,-0.0022429906542055806,-0.3292523364485982,3.3671962616822433,0.22523364485981306,-0.0112149532710281,34.773831775700934,3.2977570093457933,35.529906542056075,-65.58290598290598,56.21965811965812,54.35726495726495,133.2059829059829,-75.45726495726495,-69.67948717948718,-113.1153846153846,121.47692307692309,40.00512820512821,-70.62616822429906,79.70747663551403,48.860747663551415,133.3766355140187,-69.03831775700934,-66.42242990654206,-115.20093457943925,116.65514018691586,40.856074766355135,5.205990783410138,5.217511520737327,11.679797979797979,4.902525252525253
-0.6592523364485982,0.07897196261682242,-0.40747663551401864,-0.8112149532710281,4.988785046728973,-0.03046728971962617,0.04364485981308411,0.04850467289719626,-1.939252336448598,-9.105607476635514,0.19813084112149532,0.011308411214953287,-0.3505607476635514,3.385514018691589,0.29439252336448607,-0.6953271028037381,34.69906542056074,3.34588785046729,35.47383177570094,-69.01282051282053,65.0051282051282,53.491452991453,131.68803418803415,-70.91025641025641,-62.935042735042735,-116.73418803418805,117.32564102564102,40.31538461538462,-73.3822429906542,60.22149532710281,50.94018691588784,135.26822429906542,-79.52990654205608,-57.31869158878505,-113.3785046728972,111.4766355140187,41.52056074766356,5.289861751152074,5.182027649769585,11.440816326530616,4.8831632653061225
-0.5683177570093458,0.050560747663551384,0.6233644859813084,-0.7785046728971963,5.007476635514018,-0.009532710280373828,0.06355140186915888,0.00962616822429906,0.8102803738317758,-11.627102803738314,0.7504672897196262,0.01028037383177571,-0.25626168224299073,3.3679439252336443,0.3887850467289719,0.2084112149532711,34.66355140186916,3.2736448598130843,35.53551401869159,-66.06153846153845,87.66581196581198,55.38119658119658,131.5094017094017,-64.82478632478633,-65.29316239316239,-113.08632478632474,102.77264957264957,41.09316239316239,-74.98037383177571,83.6859813084112,59.93177570093458,133.41401869158878,-69.15981308411216,-61.05981308411216,-112.25420560747665,126.17196261682241,40.972897196261684,5.217050691244239,5.199539170506912,11.55891089108911,4.707425742574257
-0.5251401869158878,0.023644859813084097,0.15327102803738313,0.211214953271028,4.932710280373831,0.025420560747663544,0.03570093457943926,-0.031588785046728976,-0.4822429906542053,-9.883177570093459,0.5710280373831776,-0.023831775700934574,-0.2988785046728972,3.376635514018691,-0.08504672897196262,-0.1682242990654205,34.68504672897196,3.318878504672897,35.42710280373832,-67.43504273504274,77.11196581196579,52.69230769230769,134.82051282051282,-79.89914529914527,-52.93076923076923,-112.0025641025641,107.57948717948716,41.21282051282052,-72.32710280373834,67.10747663551402,54.4551401869159,131.57476635514018,-64.5822429906542,-53.49532710280375,-113.8607476635514,105.14018691588787,40.4373831775701,5.239170506912443,5.187096774193548,11.616243654822334,4.733502538071066
-0.536355140186916,0.06654205607476635,0.588785046728972,0.13271028037383165,5.083177570093457,-0.04046728971962616,0.05327102803738318,-0.05355140186915887,-1.4859813084112152,-9.86542056074766,0.7728971962616822,-0.0363551401869159,-0.22672897196261685,3.3914953271028043,-0.11775700934579439,0.0738317757009345,34.68130841121496,3.3463551401869163,35.50934579439252,-69.7948717948718,74.0034188034188,55.39401709401708,131.66324786324788,-62.07094017094016,-54.564102564102555,-113.86068376068376,118.37179487179485,40.76923076923076,-71.23364485981308,76.6607476635514,54.71214953271028,134.75233644859816,-71.55420560747663,-52.088785046728965,-112.17102803738317,90.9588785046729,40.48037383177571,5.380184331797235,5.223041474654378,11.450777202072539,4.858031088082901
-0.43485981308411215,0.06,-0.2813084112149532,0.2205607476635514,4.931775700934579,0.014299065420560753,0.030467289719626166,0.0105607476635514,-1.8009345794392522,-9.267289719626168,0.62803738317757,-0.06373831775700936,-0.275981308411215,3.387476635514019,-0.1317757009345794,-0.37757009345794407,34.63364485981308,3.3539252336448597,35.40560747663552,-68.96666666666667,67.1948717948718,53.708547008547015,134.43418803418803,-82.21025641025642,-57.609401709401716,-113.59658119658121,110.57948717948719,40.47863247863248,-71.8018691588785,100.6177570093458,50.785046728971956,132.75607476635514,-89.64579439252336,-56.64018691588785,-112.5056074766355,111.34485981308408,41.26542056074767,5.23410138248848,5.26036866359447,11.56062176165803,4.7139896373056995
-0.522803738317757,-0.016168224299065413,1.2850467289719623,-0.09439252336448604,5.0906542056074775,-0.03009345794392524,0.028224299065420556,-0.09299065420560747,-1.2345794392523364,-9.394392523364486,0.3719626168224299,-0.011028037383177548,-0.21775700934579437,3.3875700934579442,-0.06448598130841107,0.5738317757009348,34.66542056074766,3.3323364485981304,35.5429906542056,-71.63846153846154,74.21709401709401,55.43931623931625,133.75299145299147,-79.7982905982906,-56.82735042735043,-112.91623931623931,118.46153846153848,40.994017094017096,-74.45046728971964,75.63084112149534,53.96448598130841,135.02056074766355,-68.396261682243,-44.80934579439252,-110.36355140186917,116.5934579439252,41.04579439252336,5.3981566820276505,5.161290322580645,11.403535353535355,4.683333333333333
-0.5925233644859813,0.022056074766355144,-0.0028037383177569432,0.6747663551401869,4.839252336448599,0.034953271028037386,0.05046728971962616,-0.08242990654205606,-0.8018691588785046,-9.042990654205608,0.8214953271028039,-0.06448598130841121,-0.33373831775700935,3.3801869158878506,-0.49252336448598133,-0.18037383177570088,34.77850467289719,3.3505607476635517,35.51121495327103,-71.23846153846154,91.37008547008547,54.278632478632474,134.67606837606837,-76.75641025641023,-55.365811965811965,-111.56153846153849,119.5888888888889,39.73333333333335,-72.6355140186916,99.86635514018693,56.528037383177576,134.6214953271028,-92.39158878504672,-65.60841121495326,-113.55140186915888,125.12897196261683,41.67757009345795,5.137327188940093,5.243778801843319,11.618279569892474,4.986021505376344
-0.5389719626168226,0.0638317757009346,0.091588785046729,-0.3177570093457943,4.828037383177571,0.02130841121495327,0.054018691588785056,-0.035514018691588795,-1.8355140186915888,-9.299065420560748,-0.35887850467289717,-0.028037383177570114,-0.2980373831775701,3.3769158878504677,0.07757009345794393,-0.29439252336448624,34.62056074766355,3.3536448598130844,35.3607476635514,-68.9888888888889,109.13846153846156,55.51367521367521,133.85384615384618,-100.13846153846154,-58.90854700854701,-112.84871794871798,127.02478632478632,40.832478632478626,-71.81775700934578,82.42897196261684,50.38785046728971,134.86355140186916,-78.82897196261685,-59.81682242990654,-111.32803738317757,119.83271028037382,40.88317757009346,5.261290322580645,5.280184331797236,11.553333333333331,4.8471794871794875
-0.5182242990654206,0.02,0.26542056074766346,-0.11869158878504679,4.856074766355141,0.009439252336448602,0.02485981308411215,-0.07186915887850466,0.03177570093457969,-9.463551401869159,0.7196261682242989,-0.0015887850467289754,-0.2802803738317757,3.3806542056074775,-0.03457943925233646,0.004672897196261525,34.70747663551402,3.3260747663551404,35.45981308411215,-69.67863247863248,99.43418803418803,56.014529914529916,132.93675213675212,-71.12735042735042,-53.78034188034189,-113.9888888888889,124.508547008547,40.61196581196581,-72.50373831775701,83.96074766355142,57.96168224299067,132.68317757009345,-86.2,-49.33644859813083,-109.42242990654205,116.03084112149531,41.16728971962616,5.271889400921659,5.190783410138249,11.452849740932644,4.794818652849741
